	id	from	to	nameslabel
19866	MAR03844	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA|ic	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate|ic	BAAT ACOT1 ACOT6
19867	MAR03846	10,11-dihydro-12-epi-LTB4|ic	10,11-dihydro-LTB4-CoA|ic	ACSL4 ACSL3 ACSL1 ACSL6 ACSL5
19868	MAR03872	10,11-dihydro-12-epi-LTB4|ic	10,11-dihydro-LTB4-CoA|ic	ACSL4 ACSL3 SLC27A2 ACSL1 ACSL6 ACSL5
19869	MAR03874	10,11-dihydro-12-epi-LTB4|ic	10,11-dihydro-LTB4-CoA|ic	ACSL4 ACSL3 SLC27A2 ACSL1 ACSL6 ACSL5
19870	MAR03876	3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA|ic	3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA|ic	HSD17B10
19871	MAR03886	leukotriene B4|ic	5-oxo-12-HETE|ic	CBR1 CBR3
19872	MAR03887	leukotriene B4|ic	5-oxo-12-HETE|ic	DHRS4
19873	MAR03888	leukotriene B4|ic	5-oxo-12-HETE|ic	DHRS4
19874	MAR03891	5(S)-HETE|ic	20-hydroxy-5S-HETE|ic	CYP4F22 CYP4F2 CYP4F3
19875	MAR03893	5(S)-HETE|ic	5,15-DiHETE|ic	ALOX5
19876	MAR03894	5(S)-HETE|ic	5-oxo-ETE|ic	DHRS4
19877	MAR03896	5(S)-HETE|ic	5-oxo-ETE|ic	DHRS4
19878	MAR03900	(18R)-HEPE|ic	5,6-epoxy,(18R)-HEPE|ic	ALOX5
19879	MAR03902	SAM|ic	SAH|ic	PEMT
19880	MAR03902	SAM|ic	PC-LD pool|ic	PEMT
19881	MAR03902	Phosphatidyl-N-Dimethylethanolamine|ic	SAH|ic	PEMT
19882	MAR03902	Phosphatidyl-N-Dimethylethanolamine|ic	PC-LD pool|ic	PEMT
19883	MAR03904	SAM|ic	SAH|ic	PEMT
19884	MAR03904	SAM|ic	PC-LD pool|ic	PEMT
19885	MAR03904	Phosphatidyl-N-Dimethylethanolamine|ic	SAH|ic	PEMT
19886	MAR03904	Phosphatidyl-N-Dimethylethanolamine|ic	PC-LD pool|ic	PEMT
19887	MAR03906	12(S)-HETE|ic	leukotriene B4|ic	ALOX5
19888	MAR03913	leukotriene B4|ic	5,12,20-TriHETE|ic	CYP4F22 CYP4F2 CYP4F3
19889	MAR03918	12(S)-HPETE|ic	hepoxilin A3|ic	GPX4 GPX1
19890	MAR03924	12(S)-HPETE|ic	hepoxilin A3|ic	GPX4
19891	MAR03926	GSH|ic	hepoxilin A3-c|ic	MGST1 GSTZ1 GSTK1
19892	MAR03926	hepoxilin A3|ic	hepoxilin A3-c|ic	MGST1 GSTZ1 GSTK1
19893	MAR03932	5-oxo-ETE|ic	5-oxo-12-HETE|ic	ALOX12
19894	MAR03938	GSH|ic	S-(9-deoxy-delta12-PGD2)-glutathione|ic	MGST1 GSTZ1 GSTK1
19895	MAR03938	9-deoxy-delta12-PGD2|ic	S-(9-deoxy-delta12-PGD2)-glutathione|ic	MGST1 GSTZ1 GSTK1
19896	MAR03941	GSH|ic	S-(9-deoxy-delta12-PGD2)-glutathione|ic	MGST1 MGST2 MGST3
19897	MAR03941	9-deoxy-delta12-PGD2|ic	S-(9-deoxy-delta12-PGD2)-glutathione|ic	MGST1 MGST2 MGST3
19898	MAR03942	GSH|ic	S-(PGJ2)-glutathione|ic	MGST1 GSTZ1 GSTK1
19899	MAR03942	prostaglandin J2|ic	S-(PGJ2)-glutathione|ic	MGST1 GSTZ1 GSTK1
19900	MAR03943	GSH|ic	S-(PGJ2)-glutathione|ic	MGST1 MGST2 MGST3
19901	MAR03943	prostaglandin J2|ic	S-(PGJ2)-glutathione|ic	MGST1 MGST2 MGST3
19902	MAR03945	GSH|ic	S-(9-deoxy-delta9,12-PGD2)-glutathione|ic	MGST1 GSTZ1 GSTK1
19903	MAR03945	delta-12-prostaglandin J2|ic	S-(9-deoxy-delta9,12-PGD2)-glutathione|ic	MGST1 GSTZ1 GSTK1
19904	MAR03961	GSH|ic	S-(9-deoxy-delta9,12-PGD2)-glutathione|ic	MGST1 MGST2 MGST3
19905	MAR03961	delta-12-prostaglandin J2|ic	S-(9-deoxy-delta9,12-PGD2)-glutathione|ic	MGST1 MGST2 MGST3
19906	MAR03963	GSH|ic	S-(PGA2)-glutathione|ic	MGST1 GSTZ1 GSTK1
19907	MAR03963	prostaglandin A2|ic	S-(PGA2)-glutathione|ic	MGST1 GSTZ1 GSTK1
19908	MAR03973	GSH|ic	S-(PGA2)-glutathione|ic	MGST1 MGST2 MGST3
19909	MAR03973	prostaglandin A2|ic	S-(PGA2)-glutathione|ic	MGST1 MGST2 MGST3
19910	MAR03976	GSH|ic	S-(PGA1)-glutathione|ic	MGST1 GSTZ1 GSTK1
19911	MAR03976	prostaglandin A1|ic	S-(PGA1)-glutathione|ic	MGST1 GSTZ1 GSTK1
19912	MAR03978	GSH|ic	S-(PGA1)-glutathione|ic	MGST1 MGST2 MGST3
19913	MAR03978	prostaglandin A1|ic	S-(PGA1)-glutathione|ic	MGST1 MGST2 MGST3
19914	MAR03981	18-CoA-18-oxo-dinor-LTB4|ic	omega-carboxy-trinor-LTB4|ic	BAAT ACOT1 ACOT6
19915	MAR03983	20-CoA-20-oxo-18r-hydroxy-LTB4|ic	18,20-dioxo-20-CoA-LTB4|ic	HSD17B10
19916	MAR03985	prostaglandin H1|ic	prostaglandin E1|ic	PTGES3
19917	MAR03990	12-oxo-20-carboxy-LTB4|ic	12-oxo-10,11-dihydro-20-COOH-LTB4|ic	DHRS4
19918	MAR03994	12-oxo-20-carboxy-LTB4|ic	12-oxo-10,11-dihydro-20-COOH-LTB4|ic	DHRS4
19919	MAR03997	Cis-6-Dodecenoyl Coenzyme A|ic	trans,cis-lauro-2,6-dienoyl-CoA|ic	ACOX1
19920	MAR04001	Cis-6-Dodecenoyl Coenzyme A|ic	trans,cis-lauro-2,6-dienoyl-CoA|ic	ACOX3 ACOX1 ACOX2
19921	MAR04003	4-cis-decenoyl-CoA|ic	2-trans-4-cis-decadienoyl-CoA|ic	ACOX1
19922	MAR04005	2-trans-4-cis-decadienoyl-CoA|ic	trans-3-decenoyl-CoA|ic	HSD17B10
19923	MAR04009	selenomethionine|ic	selenomethionine-se-oxide|ic	FMO3 FMO1 FMO4 FMO2 FMO5
19924	MAR04019	benzo[a]pyrene|ic	Benzo[A]Pyrene-2,3-Oxide|ic	CYP3A43 CYP2D6 CYP3A5 CYP2C18 CYP2E1 CYP2J2 CYP19A1 CYP1B1 CYP2C9 CYP2C8 CYP1A1 CYP1A2 CYP4B1 CYP3A4 CYP3A7 CYP2S1 CYP4F11 CYP4Z1 CYP4F12 CYP4X1 CYP4F8 CYP2B6 CYP2F1 CYP2A13 CYP2A7 CYP2A6
19925	MAR04021	Benzo[A]Pyrene-2,3-Oxide|ic	Benzo[A]Pyrene-2,3-Diol|ic	EPHX2
19926	MAR04023	Benzo[A]Pyrene-2,3-Oxide|ic	Benzo[A]Pyrene-2,3-Diol|ic	EPHX1
19927	MAR04025	Benzo[A]Pyrene-2,3-Oxide|ic	Benzo[A]Pyrene-2,3-Diol|ic	EPHX2
19928	MAR04027	benzo[a]pyrene-4,5-oxide|ic	Benzo[A]Pyrene-4,5-Diol|ic	EPHX2
19929	MAR04029	benzo[a]pyrene-4,5-oxide|ic	Benzo[A]Pyrene-4,5-Diol|ic	EPHX1
19930	MAR04031	benzo[a]pyrene-4,5-oxide|ic	Benzo[A]Pyrene-4,5-Diol|ic	EPHX2
19931	MAR04033	benzo[a]pyrene-9,10-oxide|ic	Benzo[A]Pyrene-9,10-Diol|ic	EPHX2
19932	MAR04035	benzo[a]pyrene-9,10-oxide|ic	Benzo[A]Pyrene-9,10-Diol|ic	EPHX1
19933	MAR04037	benzo[a]pyrene-9,10-oxide|ic	Benzo[A]Pyrene-9,10-Diol|ic	EPHX2
19934	MAR04041	7,12-dimethylbenz[a]anthracene|ic	7,12-Dimethylbenz[A]Anthracene-3,4-Oxide|ic	CYP3A43 CYP2D6 CYP3A5 CYP2C18 CYP2E1 CYP2J2 CYP19A1 CYP1B1 CYP2C9 CYP2C8 CYP1A1 CYP1A2 CYP4B1 CYP3A4 CYP3A7 CYP2S1 CYP4F11 CYP4Z1 CYP4F12 CYP4X1 CYP4F8 CYP2B6 CYP2F1 CYP2A13 CYP2A7 CYP2A6
19935	MAR04043	7,12-Dimethylbenz[A]Anthracene-3,4-Oxide|ic	7,12-Dimethylbenz[A]Anthracene-3,4-Diol|ic	EPHX2
19936	MAR04045	7,12-Dimethylbenz[A]Anthracene-3,4-Oxide|ic	7,12-Dimethylbenz[A]Anthracene-3,4-Diol|ic	EPHX1
19937	MAR04047	7,12-Dimethylbenz[A]Anthracene-3,4-Oxide|ic	7,12-Dimethylbenz[A]Anthracene-3,4-Diol|ic	EPHX2
19938	MAR04051	7,12-Dimethylbenz[A]Anthracene-3,4-Diol|ic	7,12-Dimethylbenz[A]Anthracene-3,4-Diol-1,2-Epoxide|ic	CYP3A43 CYP2D6 CYP3A5 CYP2C18 CYP2E1 CYP2J2 CYP19A1 CYP1B1 CYP2C9 CYP2C8 CYP1A1 CYP1A2 CYP4B1 CYP3A4 CYP3A7 CYP2S1 CYP4F11 CYP4Z1 CYP4F12 CYP4X1 CYP4F8 CYP2B6 CYP2F1 CYP2A13 CYP2A7 CYP2A6
19939	MAR04055	Dibenzo[A,L]Pyrene|ic	Dibenzo[A,L]Pyrene-11,12-Epoxide|ic	CYP3A43 CYP2D6 CYP3A5 CYP2C18 CYP2E1 CYP2J2 CYP19A1 CYP1B1 CYP2C9 CYP2C8 CYP1A1 CYP1A2 CYP4B1 CYP3A4 CYP3A7 CYP2S1 CYP4F11 CYP4Z1 CYP4F12 CYP4X1 CYP4F8 CYP2B6 CYP2F1 CYP2A13 CYP2A7 CYP2A6
19940	MAR04057	Dibenzo[A,L]Pyrene-11,12-Epoxide|ic	Dibenzo[A,L]Pyrene-11,12-Diol|ic	EPHX2
19941	MAR04074	Dibenzo[A,L]Pyrene-11,12-Epoxide|ic	Dibenzo[A,L]Pyrene-11,12-Diol|ic	EPHX1
19942	MAR04076	Dibenzo[A,L]Pyrene-11,12-Epoxide|ic	Dibenzo[A,L]Pyrene-11,12-Diol|ic	EPHX2
19943	MAR04090	Dibenzo[A,L]Pyrene-11,12-Diol|ic	Dibenzo[A,L]Pyrene-11,12-Diol-13,14-Epoxide|ic	CYP3A43 CYP2D6 CYP3A5 CYP2C18 CYP2E1 CYP2J2 CYP19A1 CYP1B1 CYP2C9 CYP2C8 CYP1A1 CYP1A2 CYP4B1 CYP3A4 CYP3A7 CYP2S1 CYP4F11 CYP4Z1 CYP4F12 CYP4X1 CYP4F8 CYP2B6 CYP2F1 CYP2A13 CYP2A7 CYP2A6
19944	MAR04438	tiglyl-CoA|ic	tiglyl-CoA|ic	DBI
19945	MAR04439	(R)-3-hydroxybutanoyl-CoA|ic	(R)-3-hydroxybutanoyl-CoA|ic	DBI
19946	MAR04445	L-carnitine|ic	Adipoyl Carnitine|ic	CROT
19947	MAR04445	Adipoyl Coenzyme A|ic	Adipoyl Carnitine|ic	CROT
19948	MAR04447	Adipoyl Coenzyme A|ic	Adipic Acid|ic	ACOT8
19949	MAR04457	L-carnitine|ic	Decanoyl Carnitine|ic	CPT1A CPT1C CPT1B
19950	MAR04457	decanoyl-CoA|ic	Decanoyl Carnitine|ic	CPT1A CPT1C CPT1B
19951	MAR04462	Decenoyl Coenzyme A|ic	Decenoyl Carnitine|ic	CPT1A CPT1C CPT1B
19952	MAR04462	L-carnitine|ic	Decenoyl Carnitine|ic	CPT1A CPT1C CPT1B
19953	MAR04475	L-carnitine|ic	Decadienoyl Carnitine|ic	CPT1A CPT1C CPT1B
19954	MAR04475	Decadienoyl Coenzyme A|ic	Decadienoyl Carnitine|ic	CPT1A CPT1C CPT1B
19955	MAR04479	Sebacoyl Carnitine|ic	Sebacoyl Carnitine|ic	SLC25A20
19956	MAR04491	L-carnitine|ic	Sebacoyl Carnitine|ic	CPT1A CPT1C CPT1B
19957	MAR04491	Sebacoyl Coenzyme A|ic	Sebacoyl Carnitine|ic	CPT1A CPT1C CPT1B
19958	MAR04504	L-carnitine|ic	3-Hydroxydecanoylcarnitine|ic	CPT1A CPT1C CPT1B
19959	MAR04504	(S)-hydroxydecanoyl-CoA|ic	3-Hydroxydecanoylcarnitine|ic	CPT1A CPT1C CPT1B
19960	MAR04506	L-carnitine|ic	Lauroyl Carnitine|ic	CPT1A CPT1C CPT1B
19961	MAR04506	lauroyl-CoA|ic	Lauroyl Carnitine|ic	CPT1A CPT1C CPT1B
19962	MAR04508	(2E)-dodecenoyl-CoA|ic	Dodecenoyl Carnitine|ic	CPT1A CPT1C CPT1B
19963	MAR04508	L-carnitine|ic	Dodecenoyl Carnitine|ic	CPT1A CPT1C CPT1B
19964	MAR04509	Dodecanedioyl Coenzyme A|ic	Dodecanedioic Acid|ic	ACOT8
19965	MAR04522	(S)-3-hydroxydodecanoyl-CoA|ic	3-Hydroxydodecanoylcarnitine|ic	CPT1A CPT1C CPT1B
19966	MAR04522	L-carnitine|ic	3-Hydroxydodecanoylcarnitine|ic	CPT1A CPT1C CPT1B
19967	MAR04562	myristoyl-CoA|ic	tetradecanoylcarnitine|ic	CPT1A CPT1C CPT1B
19968	MAR04562	L-carnitine|ic	tetradecanoylcarnitine|ic	CPT1A CPT1C CPT1B
19969	MAR04566	3-Hydroxy Tetradecenoyl-7 Coenzyme A|ic	3-Hydroxy Tetradecenoyl-7 Coenzyme A|ic	DBI
19970	MAR04569	L-carnitine|ic	Tetradecenoyl Carnitine|ic	CPT1A CPT1C CPT1B
19971	MAR04569	Tetradecenoyl Coenzyme A|ic	Tetradecenoyl Carnitine|ic	CPT1A CPT1C CPT1B
19972	MAR04571	3-Hydroxy Tetradecenoyl-7 Coenzyme A|ic	3-Hydroxy Tetradecenoyl-7-Carnitine|ic	CPT1A CPT1C CPT1B
19973	MAR04571	L-carnitine|ic	3-Hydroxy Tetradecenoyl-7-Carnitine|ic	CPT1A CPT1C CPT1B
19974	MAR04578	3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A|ic	3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A|ic	DBI
19975	MAR04581	Tetradecadienoyl Coenzyme A|ic	Tetradecadienoyl Carnitine|ic	CPT1A CPT1C CPT1B
19976	MAR04581	L-carnitine|ic	Tetradecadienoyl Carnitine|ic	CPT1A CPT1C CPT1B
19977	MAR04598	L-carnitine|ic	3-Hydroxy Trans5,8Tetradecadienoyl Carnitine|ic	CPT1A CPT1C CPT1B
19978	MAR04598	3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A|ic	3-Hydroxy Trans5,8Tetradecadienoyl Carnitine|ic	CPT1A CPT1C CPT1B
19979	MAR04610	L-carnitine|ic	3-Hydroxy-Tetradecanoyl Carnitine|ic	CPT1A CPT1C CPT1B
19980	MAR04610	(S)-3-hydroxytetradecanoyl-CoA|ic	3-Hydroxy-Tetradecanoyl Carnitine|ic	CPT1A CPT1C CPT1B
19981	MAR04613	L-carnitine|ic	3-Hydroxyhexadecenoylcarnitine|ic	CPT1A CPT1C CPT1B
19982	MAR04613	3-Hydroxyhexadecenoyl Coenzyme A|ic	3-Hydroxyhexadecenoylcarnitine|ic	CPT1A CPT1C CPT1B
19983	MAR04616	3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A|ic	3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A|ic	DBI
19984	MAR04620	3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A|ic	3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine|ic	CPT1A CPT1C CPT1B
19985	MAR04620	L-carnitine|ic	3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine|ic	CPT1A CPT1C CPT1B
19986	MAR04624	Hexadecanedioyl Coenzyme A|ic	Hexadecanedioic Acid Mono-L-Carnitine Ester|ic	CPT1A CPT1C CPT1B
19987	MAR04624	L-carnitine|ic	Hexadecanedioic Acid Mono-L-Carnitine Ester|ic	CPT1A CPT1C CPT1B
19988	MAR04634	3-Hydroxyhexadecanoyl Coenzyme A|ic	3-Hydroxyhexadecanoylcarnitine|ic	CPT1A CPT1C CPT1B
19989	MAR04634	L-carnitine|ic	3-Hydroxyhexadecanoylcarnitine|ic	CPT1A CPT1C CPT1B
19990	MAR04636	3-Hydroxyoctadecenoyl Coenzyme A|ic	3-Hydroxy-Octadecenoyl Carnitine|ic	CPT1A CPT1C CPT1B
19991	MAR04636	L-carnitine|ic	3-Hydroxy-Octadecenoyl Carnitine|ic	CPT1A CPT1C CPT1B
19992	MAR04638	3-Hydroxyoctadecadienoyl Coenzyme A|ic	3-Hydroxyoctadecadienoylcarnitine|ic	CPT1A CPT1C CPT1B
19993	MAR04638	L-carnitine|ic	3-Hydroxyoctadecadienoylcarnitine|ic	CPT1A CPT1C CPT1B
19994	MAR04639	(S)-3-Hydroxyoctadecanoyl Coenzyme A|ic	3-Hydroxyoctadecanoyl Carnitine|ic	CPT1A CPT1C CPT1B
19995	MAR04639	L-carnitine|ic	3-Hydroxyoctadecanoyl Carnitine|ic	CPT1A CPT1C CPT1B
19996	MAR04645	O-acetylcarnitine|ic	O-acetylcarnitine|ic	SLC25A20
19997	MAR04661	Succinyl Carnitine|ic	Succinyl Carnitine|ic	SLC25A20
19998	MAR04671	(R)-3-hydroxybutanoyl-CoA|ic	3-Hydroxy Butyryl Carnitine|ic	CPT1A CPT1C CPT1B
19999	MAR04671	L-carnitine|ic	3-Hydroxy Butyryl Carnitine|ic	CPT1A CPT1C CPT1B
20000	MAR04674	O-butanoylcarnitine|ic	O-butanoylcarnitine|ic	SLC25A20
20001	MAR04677	O-butanoylcarnitine|ic	O-butanoylcarnitine|ic	SLC25A20
20002	MAR04678	butyryl-CoA|ic	O-butanoylcarnitine|ic	CROT
20003	MAR04678	L-carnitine|ic	O-butanoylcarnitine|ic	CROT
20004	MAR04707	L-carnitine|ic	Isovaleryl Carnitine|ic	CPT1A CPT1C CPT1B
20005	MAR04707	isovaleryl-CoA|ic	Isovaleryl Carnitine|ic	CPT1A CPT1C CPT1B
20006	MAR04711	tiglyl-CoA|ic	Tiglyl Carnitine|ic	CPT1A CPT1C CPT1B
20007	MAR04711	L-carnitine|ic	Tiglyl Carnitine|ic	CPT1A CPT1C CPT1B
20008	MAR04719	hexanoyl-CoA|ic	Hexanoyl Carnitine|ic	CPT1A CPT1C CPT1B
20009	MAR04719	L-carnitine|ic	Hexanoyl Carnitine|ic	CPT1A CPT1C CPT1B
20010	MAR04722	hexanoyl-CoA|ic	Hexanoyl Carnitine|ic	CROT
20011	MAR04722	L-carnitine|ic	Hexanoyl Carnitine|ic	CROT
20012	MAR04726	Hexanoyl Carnitine|ic	Hexanoyl Carnitine|ic	SLC25A20
20013	MAR04728	Adipoyl Carnitine|ic	Adipoyl Carnitine|ic	SLC25A20
20014	MAR04745	L-carnitine|ic	Adipoyl Carnitine|ic	CPT1A CPT1C CPT1B
20015	MAR04745	Adipoyl Coenzyme A|ic	Adipoyl Carnitine|ic	CPT1A CPT1C CPT1B
20016	MAR04749	Octenoyl Coenzyme A|ic	Octenoyl Carnitine|ic	CPT1A CPT1C CPT1B
20017	MAR04749	L-carnitine|ic	Octenoyl Carnitine|ic	CPT1A CPT1C CPT1B
20018	MAR04759	Suberyl Coenzyme A|ic	Suberyl Carnitine|ic	CPT1A CPT1C CPT1B
20019	MAR04759	L-carnitine|ic	Suberyl Carnitine|ic	CPT1A CPT1C CPT1B
20020	MAR04782	4,8-dimethylnonanoylcarnitine|ic	4,8-dimethylnonanoylcarnitine|ic	SLC25A20
20021	MAR04793	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA|ic	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA|ic	ABCD1 ABCD2
20022	MAR04803	13-Docosenoyl Coenzyme A|ic	13-Docosenoyl Coenzyme A|ic	ABCD1 ABCD2
20023	MAR04805	cis-erucic acid|e	13-Docosenoyl Coenzyme A|ic	SLC27A5 SLC27A6 SLC27A1 SLC27A2 SLC27A3 SLC27A4
20024	MAR04811	docosanoyl-CoA|ic	docosanoyl-CoA|ic	ABCD1 ABCD2
20025	MAR04966	4-cis-decenoyl-CoA|ic	2-trans-4-cis-decadienoyl-CoA|ic	ACOX1
20026	MAR04967	(2E)-decenoyl-CoA|ic	octanoyl-CoA|ic	ECHS1 HADH ACAA2
20027	MAR04968	(2E)-decenoyl-CoA|ic	octanoyl-CoA|ic	ACAA1 EHHADH HSD17B4
20028	MAR04970	2-trans-4-cis-decadienoyl-CoA|ic	trans-3-decenoyl-CoA|ic	DECR1
20029	MAR04974	2-trans-4-cis-decadienoyl-CoA|ic	trans-3-decenoyl-CoA|ic	DECR2
20030	MAR04978	4,7-Decadienoyl Coenzyme A|ic	FADH2|ic	ACADM
20031	MAR04978	4,7-Decadienoyl Coenzyme A|ic	2,4,7-Decatrienoyl Coenzyme A|ic	ACADM
20032	MAR04978	FAD|ic	FADH2|ic	ACADM
20033	MAR04978	FAD|ic	2,4,7-Decatrienoyl Coenzyme A|ic	ACADM
20034	MAR04981	4,7-Decadienoyl Coenzyme A|ic	2,4,7-Decatrienoyl Coenzyme A|ic	ACOX1
20035	MAR04984	2,7-Decadienoyl Coenzyme A|ic	5-Octenoyl Coenzyme A|ic	ECHS1 HADH ACAA2
20036	MAR04987	2,7-Decadienoyl Coenzyme A|ic	5-Octenoyl Coenzyme A|ic	ACAA1 EHHADH HSD17B4
20037	MAR04988	3,7-Decadienoyl Coenzyme A|ic	2,7-Decadienoyl Coenzyme A|ic	ECI1
20038	MAR04991	3,7-Decadienoyl Coenzyme A|ic	2,7-Decadienoyl Coenzyme A|ic	EHHADH ECI2
20039	MAR05001	2,4,7-Decatrienoyl Coenzyme A|ic	3,7-Decadienoyl Coenzyme A|ic	DECR1
20040	MAR05017	2,4,7-Decatrienoyl Coenzyme A|ic	3,7-Decadienoyl Coenzyme A|ic	DECR2
20041	MAR05019	FAD|ic	FADH2|ic	ACADM ECHS1
20042	MAR05019	FAD|ic	(S)-hydroxydecanoyl-CoA|ic	ACADM ECHS1
20043	MAR05019	decanoyl-CoA|ic	FADH2|ic	ACADM ECHS1
20044	MAR05019	decanoyl-CoA|ic	(S)-hydroxydecanoyl-CoA|ic	ACADM ECHS1
20045	MAR05024	decanoyl-CoA|ic	octanoyl-CoA|ic	ACADM ECHS1 HADH ACAA2
20046	MAR05024	decanoyl-CoA|ic	FADH2|ic	ACADM ECHS1 HADH ACAA2
20047	MAR05024	FAD|ic	octanoyl-CoA|ic	ACADM ECHS1 HADH ACAA2
20048	MAR05024	FAD|ic	FADH2|ic	ACADM ECHS1 HADH ACAA2
20049	MAR05025	decanoyl-CoA|ic	octanoyl-CoA|ic	ACAA1 EHHADH HSD17B4 ACOX1
20050	MAR05026	Sebacoyl Coenzyme A|ic	Suberyl Coenzyme A|ic	ACAA1 EHHADH HSD17B4 ACOX1
20051	MAR05028	2,6,10-Trimethyl Undecanoyl Coenzyme A|ic	4,8-Dimethylnonanoyl Coenzyme A|ic	ACAA1 ACOX3 EHHADH HSD17B4
20052	MAR05028	2,6,10-Trimethyl Undecanoyl Coenzyme A|ic	propanoyl-CoA|ic	ACAA1 ACOX3 EHHADH HSD17B4
20053	MAR05030	undecanoyl-CoA|ic	nonanoyl-CoA|ic	ACADM ECHS1 HADH ACAA2
20054	MAR05030	undecanoyl-CoA|ic	FADH2|ic	ACADM ECHS1 HADH ACAA2
20055	MAR05030	FAD|ic	nonanoyl-CoA|ic	ACADM ECHS1 HADH ACAA2
20056	MAR05030	FAD|ic	FADH2|ic	ACADM ECHS1 HADH ACAA2
20057	MAR05044	5-Dodecenoyl Coenzyme A|ic	FADH2|ic	ACADM ECHS1 HADH ACAA2
20058	MAR05044	5-Dodecenoyl Coenzyme A|ic	trans-3-decenoyl-CoA|ic	ACADM ECHS1 HADH ACAA2
20059	MAR05044	FAD|ic	FADH2|ic	ACADM ECHS1 HADH ACAA2
20060	MAR05044	FAD|ic	trans-3-decenoyl-CoA|ic	ACADM ECHS1 HADH ACAA2
20061	MAR05069	(2E)-dodecenoyl-CoA|ic	decanoyl-CoA|ic	ACAA1 EHHADH HSD17B4
20062	MAR05072	2,6-Dodecadienoyl Coenzyme A|ic	4-cis-decenoyl-CoA|ic	ECHS1 HADH ACAA2
20063	MAR05075	3,6-Dodecadienoyl Coenzyme A|ic	2,6-Dodecadienoyl Coenzyme A|ic	ECI1
20064	MAR05081	3,6-Dodecadienoyl Coenzyme A|ic	2,6-Dodecadienoyl Coenzyme A|ic	EHHADH ECI2
20065	MAR05083	2,6,9-Dodecatrienoyl Coenzyme A|ic	4,7-Decadienoyl Coenzyme A|ic	ECHS1 HADH ACAA2
20066	MAR05086	2,6,9-Dodecatrienoyl Coenzyme A|ic	4,7-Decadienoyl Coenzyme A|ic	ACAA1 EHHADH HSD17B4
20067	MAR05090	3,6,9-Dodecatrienoyl Coenzyme A|ic	2,6,9-Dodecatrienoyl Coenzyme A|ic	ECI1
20068	MAR05093	3,6,9-Dodecatrienoyl Coenzyme A|ic	2,6,9-Dodecatrienoyl Coenzyme A|ic	EHHADH ECI2
20069	MAR05095	lauroyl-CoA|ic	FADH2|ic	ACADM ECHS1 HADH ACAA2
20070	MAR05095	lauroyl-CoA|ic	decanoyl-CoA|ic	ACADM ECHS1 HADH ACAA2
20071	MAR05095	FAD|ic	FADH2|ic	ACADM ECHS1 HADH ACAA2
20072	MAR05095	FAD|ic	decanoyl-CoA|ic	ACADM ECHS1 HADH ACAA2
20073	MAR05097	lauroyl-CoA|ic	decanoyl-CoA|ic	ACAA1 EHHADH HSD17B4 ACOX1
20074	MAR05098	lauroyl-CoA|ic	FADH2|ic	ACADM ECHS1
20075	MAR05098	lauroyl-CoA|ic	(S)-3-hydroxydodecanoyl-CoA|ic	ACADM ECHS1
20076	MAR05098	FAD|ic	FADH2|ic	ACADM ECHS1
20077	MAR05098	FAD|ic	(S)-3-hydroxydodecanoyl-CoA|ic	ACADM ECHS1
20078	MAR05100	Dodecanedioyl Coenzyme A|ic	Sebacoyl Coenzyme A|ic	ACAA1 EHHADH HSD17B4 ACOX1
20079	MAR05103	Dodecanedioyl Carnitine|ic	Dodecanedioyl Carnitine|ic	SLC25A20
20080	MAR05104	Dodecanedioyl Coenzyme A|ic	Dodecanedioyl Carnitine|ic	CPT1A CPT1C CPT1B
20081	MAR05104	L-carnitine|ic	Dodecanedioyl Carnitine|ic	CPT1A CPT1C CPT1B
20082	MAR05106	Dodecanedioyl Coenzyme A|ic	Dodecanedioyl Carnitine|ic	CROT
20083	MAR05106	L-carnitine|ic	Dodecanedioyl Carnitine|ic	CROT
20084	MAR05108	4,8,12-trimethyltridecanoyl-CoA|ic	2,6,10-Trimethyl Undecanoyl Coenzyme A|ic	ACAA1 ACOX3 EHHADH HSD17B4
20085	MAR05110	tridecanoyl-CoA|ic	FADH2|ic	ACADVL HADHA HADHB
20086	MAR05110	tridecanoyl-CoA|ic	undecanoyl-CoA|ic	ACADVL HADHA HADHB
20087	MAR05110	FAD|ic	FADH2|ic	ACADVL HADHA HADHB
20088	MAR05110	FAD|ic	undecanoyl-CoA|ic	ACADVL HADHA HADHB
20089	MAR05111	7-Tetradecenoyl Coenzyme A|ic	5-Dodecenoyl Coenzyme A|ic	ACADVL HADHA HADHB
