acetaldehyde|c	ethanol|c	ADH7 ADH4 ADH1A ZADH2 ADH5 ADHFE1 AKR1A1 CYP2E1 ADH1C ADH1B ADH6
5-oxo-12-HETE|c	leukotriene B4|c	CBR1 CBR3
5-oxo-12-HETE|m	leukotriene B4|m	DHRS4
5-oxo-12-HETE|x	leukotriene B4|x	DHRS4
20-hydroxy-5S-HETE|r	5(S)-HETE|r	CYP4F2 CYP4F22 CYP4F3
5(S)-HETE|n	5,15-DiHETE|n	ALOX5
5(S)-HETE|m	5-oxo-ETE|m	DHRS4
5(S)-HETE|x	5-oxo-ETE|x	DHRS4
15(S)-HEPE|c	15(S)-HPETE|c	
(18R)-HEPE|n	5,6-epoxy,(18R)-HEPE|n	ALOX5
PC-LD pool|m	Phosphatidyl-N-Dimethylethanolamine|m	PEMT
PC-LD pool|r	Phosphatidyl-N-Dimethylethanolamine|r	PEMT
12(S)-HETE|n	leukotriene B4|n	ALOX5
5,12,20-TriHETE|c	leukotriene B4|c	
5,12,20-TriHETE|r	leukotriene B4|r	CYP4F2 CYP4F22 CYP4F3
3-(Methylthio)Propionate|c	Acrylate|c	
3-(Methylthio)Propionate|c	Methanethiol|c	
Acrylate|c	Methanethiol|c	
12(S)-HPETE|m	hepoxilin A3|m	GPX1 GPX4
12(S)-HPETE|n	hepoxilin A3|n	GPX4
GSH|m	hepoxilin A3-c|m	MGST1 GSTK1 GSTZ1
GSH|m	hepoxilin A3|m	MGST1 GSTK1 GSTZ1
hepoxilin A3-c|m	hepoxilin A3|m	MGST1 GSTK1 GSTZ1
5(S)-HETE|n	leukotriene B4|n	
5(S)-HETE|x	leukotriene B4|x	
5-oxo-12-HETE|m	5-oxo-ETE|m	
5-oxo-12-HETE|x	5-oxo-ETE|x	
GSH|m	S-(9-deoxy-delta12-PGD2)-glutathione|m	MGST1 GSTK1 GSTZ1
9-deoxy-delta12-PGD2|m	GSH|m	MGST1 GSTK1 GSTZ1
9-deoxy-delta12-PGD2|m	S-(9-deoxy-delta12-PGD2)-glutathione|m	MGST1 GSTK1 GSTZ1
9-deoxy-delta12-PGD2|r	S-(9-deoxy-delta12-PGD2)-glutathione|r	MGST1 MGST2 MGST3
GSH|r	S-(9-deoxy-delta12-PGD2)-glutathione|r	MGST1 MGST2 MGST3
9-deoxy-delta12-PGD2|r	GSH|r	MGST1 MGST2 MGST3
GSH|m	prostaglandin J2|m	MGST1 GSTK1 GSTZ1
S-(PGJ2)-glutathione|m	prostaglandin J2|m	MGST1 GSTK1 GSTZ1
GSH|m	S-(PGJ2)-glutathione|m	MGST1 GSTK1 GSTZ1
GSH|r	S-(PGJ2)-glutathione|r	MGST1 MGST2 MGST3
S-(PGJ2)-glutathione|r	prostaglandin J2|r	MGST1 MGST2 MGST3
GSH|r	prostaglandin J2|r	MGST1 MGST2 MGST3
GSH|m	delta-12-prostaglandin J2|m	MGST1 GSTK1 GSTZ1
S-(9-deoxy-delta9,12-PGD2)-glutathione|m	delta-12-prostaglandin J2|m	MGST1 GSTK1 GSTZ1
GSH|m	S-(9-deoxy-delta9,12-PGD2)-glutathione|m	MGST1 GSTK1 GSTZ1
GSH|r	delta-12-prostaglandin J2|r	MGST1 MGST2 MGST3
S-(9-deoxy-delta9,12-PGD2)-glutathione|r	delta-12-prostaglandin J2|r	MGST1 MGST2 MGST3
GSH|r	S-(9-deoxy-delta9,12-PGD2)-glutathione|r	MGST1 MGST2 MGST3
9-deoxy-delta12-PGD2|r	prostaglandin D2|r	
GSH|m	prostaglandin A2|m	MGST1 GSTK1 GSTZ1
GSH|m	S-(PGA2)-glutathione|m	MGST1 GSTK1 GSTZ1
S-(PGA2)-glutathione|m	prostaglandin A2|m	MGST1 GSTK1 GSTZ1
GSH|r	prostaglandin A2|r	MGST1 MGST2 MGST3
GSH|r	S-(PGA2)-glutathione|r	MGST1 MGST2 MGST3
S-(PGA2)-glutathione|r	prostaglandin A2|r	MGST1 MGST2 MGST3
GSH|m	S-(PGA1)-glutathione|m	MGST1 GSTK1 GSTZ1
GSH|m	prostaglandin A1|m	MGST1 GSTK1 GSTZ1
S-(PGA1)-glutathione|m	prostaglandin A1|m	MGST1 GSTK1 GSTZ1
GSH|r	S-(PGA1)-glutathione|r	MGST1 MGST2 MGST3
S-(PGA1)-glutathione|r	prostaglandin A1|r	MGST1 MGST2 MGST3
GSH|r	prostaglandin A1|r	MGST1 MGST2 MGST3
CoA|c	omega-carboxy-trinor-LTB4|c	BAAT ACOT6 ACOT1
18-CoA-18-oxo-dinor-LTB4|c	omega-carboxy-trinor-LTB4|c	BAAT ACOT6 ACOT1
18-CoA-18-oxo-dinor-LTB4|c	CoA|c	BAAT ACOT6 ACOT1
18,20-dioxo-20-CoA-LTB4|c	20-CoA-20-oxo-18r-hydroxy-LTB4|c	HSD17B10
prostaglandin E1|n	prostaglandin H1|n	PTGES3
12-oxo-10,11-dihydro-20-COOH-LTB4|m	12-oxo-20-carboxy-LTB4|m	DHRS4
12-oxo-10,11-dihydro-20-COOH-LTB4|x	12-oxo-20-carboxy-LTB4|x	DHRS4
Cis-6-Dodecenoyl Coenzyme A|m	trans,cis-lauro-2,6-dienoyl-CoA|m	ACOX1
Cis-6-Dodecenoyl Coenzyme A|x	trans,cis-lauro-2,6-dienoyl-CoA|x	ACOX3 ACOX2 ACOX1
2-trans-4-cis-decadienoyl-CoA|c	trans-3-decenoyl-CoA|c	HSD17B10
selenomethionine-se-oxide|r	selenomethionine|r	FMO1 FMO5 FMO3 FMO4 FMO2
5-methyl-THF|n	selenomethionine|n	
THF|n	selenomethionine|n	
selenohomocysteine|n	selenomethionine|n	
5-methyl-THF|n	THF|n	
5-methyl-THF|n	selenohomocysteine|n	
THF|n	selenohomocysteine|n	
5-methyl-THF|r	selenohomocysteine|r	
THF|r	selenohomocysteine|r	
selenohomocysteine|r	selenomethionine|r	
5-methyl-THF|r	THF|r	
5-methyl-THF|r	selenomethionine|r	
THF|r	selenomethionine|r	
noradrenaline|r	noradrenochrome|r	
Benzo[A]Pyrene-2,3-Oxide|c	benzo[a]pyrene|c	
Benzo[A]Pyrene-2,3-Oxide|r	benzo[a]pyrene|r	CYP2S1 CYP2F1 CYP2D6 CYP2E1 CYP4B1 CYP3A7 CYP4F12 CYP2J2 CYP2A6 CYP4F8 CYP4X1 CYP2C9 CYP1B1 CYP2A13 CYP19A1 CYP4F11 CYP1A2 CYP2B6 CYP1A1 CYP3A4 CYP2A7 CYP3A5 CYP3A43 CYP2C8 CYP2C18 CYP4Z1
Benzo[A]Pyrene-2,3-Diol|c	Benzo[A]Pyrene-2,3-Oxide|c	EPHX2
Benzo[A]Pyrene-2,3-Diol|r	Benzo[A]Pyrene-2,3-Oxide|r	EPHX1
Benzo[A]Pyrene-2,3-Diol|x	Benzo[A]Pyrene-2,3-Oxide|x	EPHX2
Benzo[A]Pyrene-4,5-Diol|c	benzo[a]pyrene-4,5-oxide|c	EPHX2
Benzo[A]Pyrene-4,5-Diol|r	benzo[a]pyrene-4,5-oxide|r	EPHX1
Benzo[A]Pyrene-4,5-Diol|x	benzo[a]pyrene-4,5-oxide|x	EPHX2
Benzo[A]Pyrene-9,10-Diol|c	benzo[a]pyrene-9,10-oxide|c	EPHX2
Benzo[A]Pyrene-9,10-Diol|r	benzo[a]pyrene-9,10-oxide|r	EPHX1
Benzo[A]Pyrene-9,10-Diol|x	benzo[a]pyrene-9,10-oxide|x	EPHX2
7,12-Dimethylbenz[A]Anthracene-3,4-Oxide|c	7,12-dimethylbenz[a]anthracene|c	
7,12-Dimethylbenz[A]Anthracene-3,4-Oxide|r	7,12-dimethylbenz[a]anthracene|r	CYP2S1 CYP2F1 CYP2D6 CYP2E1 CYP4B1 CYP3A7 CYP4F12 CYP2J2 CYP2A6 CYP4F8 CYP4X1 CYP2C9 CYP1B1 CYP2A13 CYP19A1 CYP4F11 CYP1A2 CYP2B6 CYP1A1 CYP3A4 CYP2A7 CYP3A5 CYP3A43 CYP2C8 CYP2C18 CYP4Z1
7,12-Dimethylbenz[A]Anthracene-3,4-Diol|c	7,12-Dimethylbenz[A]Anthracene-3,4-Oxide|c	EPHX2
7,12-Dimethylbenz[A]Anthracene-3,4-Diol|r	7,12-Dimethylbenz[A]Anthracene-3,4-Oxide|r	EPHX1
7,12-Dimethylbenz[A]Anthracene-3,4-Diol|x	7,12-Dimethylbenz[A]Anthracene-3,4-Oxide|x	EPHX2
7,12-Dimethylbenz[A]Anthracene-3,4-Diol-1,2-Epoxide|c	7,12-Dimethylbenz[A]Anthracene-3,4-Diol|c	
7,12-Dimethylbenz[A]Anthracene-3,4-Diol-1,2-Epoxide|r	7,12-Dimethylbenz[A]Anthracene-3,4-Diol|r	CYP2S1 CYP2F1 CYP2D6 CYP2E1 CYP4B1 CYP3A7 CYP4F12 CYP2J2 CYP2A6 CYP4F8 CYP4X1 CYP2C9 CYP1B1 CYP2A13 CYP19A1 CYP4F11 CYP1A2 CYP2B6 CYP1A1 CYP3A4 CYP2A7 CYP3A5 CYP3A43 CYP2C8 CYP2C18 CYP4Z1
Dibenzo[A,L]Pyrene-11,12-Epoxide|c	Dibenzo[A,L]Pyrene|c	
Dibenzo[A,L]Pyrene-11,12-Epoxide|r	Dibenzo[A,L]Pyrene|r	CYP2S1 CYP2F1 CYP2D6 CYP2E1 CYP4B1 CYP3A7 CYP4F12 CYP2J2 CYP2A6 CYP4F8 CYP4X1 CYP2C9 CYP1B1 CYP2A13 CYP19A1 CYP4F11 CYP1A2 CYP2B6 CYP1A1 CYP3A4 CYP2A7 CYP3A5 CYP3A43 CYP2C8 CYP2C18 CYP4Z1
Dibenzo[A,L]Pyrene-11,12-Diol|c	Dibenzo[A,L]Pyrene-11,12-Epoxide|c	EPHX2
Dibenzo[A,L]Pyrene-11,12-Diol|r	Dibenzo[A,L]Pyrene-11,12-Epoxide|r	EPHX1
Dibenzo[A,L]Pyrene-11,12-Diol|x	Dibenzo[A,L]Pyrene-11,12-Epoxide|x	EPHX2
Dibenzo[A,L]Pyrene-11,12-Diol-13,14-Epoxide|c	Dibenzo[A,L]Pyrene-11,12-Diol|c	
Dibenzo[A,L]Pyrene-11,12-Diol-13,14-Epoxide|r	Dibenzo[A,L]Pyrene-11,12-Diol|r	CYP2S1 CYP2F1 CYP2D6 CYP2E1 CYP4B1 CYP3A7 CYP4F12 CYP2J2 CYP2A6 CYP4F8 CYP4X1 CYP2C9 CYP1B1 CYP2A13 CYP19A1 CYP4F11 CYP1A2 CYP2B6 CYP1A1 CYP3A4 CYP2A7 CYP3A5 CYP3A43 CYP2C8 CYP2C18 CYP4Z1
PG-CL pool|c	glycine|c	
PC-LD pool|c	glycine|c	
dATP|n	glycine|c	
glucose-6-phosphate|c	glycine|c	
PE-LD pool|c	glycine|c	
PS-LD pool|c	glycine|c	
dTTP|n	glycine|c	
dGTP|n	glycine|c	
dCTP|n	glycine|c	
PG-CL pool|c	proline|c	
PC-LD pool|c	proline|c	
dATP|n	proline|c	
glucose-6-phosphate|c	proline|c	
PE-LD pool|c	proline|c	
PS-LD pool|c	proline|c	
dTTP|n	proline|c	
dGTP|n	proline|c	
dCTP|n	proline|c	
PG-CL pool|c	arginine|c	
PC-LD pool|c	arginine|c	
arginine|c	dATP|n	
arginine|c	glucose-6-phosphate|c	
PE-LD pool|c	arginine|c	
PS-LD pool|c	arginine|c	
arginine|c	dTTP|n	
arginine|c	dGTP|n	
arginine|c	dCTP|n	
PG-CL pool|c	isoleucine|c	
PC-LD pool|c	isoleucine|c	
dATP|n	isoleucine|c	
glucose-6-phosphate|c	isoleucine|c	
PE-LD pool|c	isoleucine|c	
PS-LD pool|c	isoleucine|c	
dTTP|n	isoleucine|c	
dGTP|n	isoleucine|c	
dCTP|n	isoleucine|c	
PG-CL pool|c	SM pool|c	
SM pool|c	dATP|n	
SM pool|c	glucose-6-phosphate|c	
SM pool|c	dTTP|n	
SM pool|c	dGTP|n	
SM pool|c	dCTP|n	
PG-CL pool|c	PI pool|c	
PI pool|c	dATP|n	
PI pool|c	glucose-6-phosphate|c	
PI pool|c	dTTP|n	
PI pool|c	dGTP|n	
PI pool|c	dCTP|n	
PG-CL pool|c	tyrosine|c	
PG-CL pool|c	glutamine|c	
PG-CL pool|c	lysine|c	
PG-CL pool|c	histidine|c	
PG-CL pool|c	leucine|c	
PC-LD pool|c	PG-CL pool|c	
PG-CL pool|c	glutamate|c	
PG-CL pool|c	phenylalanine|c	
PG-CL pool|c	valine|c	
PG-CL pool|c	dATP|n	
PG-CL pool|c	aspartate|c	
PG-CL pool|c	cholesterol|c	
PG-CL pool|c	threonine|c	
PG-CL pool|c	tryptophan|c	
PG-CL pool|c	glucose-6-phosphate|c	
PE-LD pool|c	PG-CL pool|c	
PG-CL pool|c	PS-LD pool|c	
PG-CL pool|c	alanine|c	
PG-CL pool|c	methionine|c	
PG-CL pool|c	asparagine|c	
PG-CL pool|c	dTTP|n	
PG-CL pool|c	dGTP|n	
PG-CL pool|c	biomass|c	
PG-CL pool|c	dCTP|n	
PG-CL pool|c	cysteine|c	
PG-CL pool|c	serine|c	
PC-LD pool|c	tyrosine|c	
dATP|n	tyrosine|c	
glucose-6-phosphate|c	tyrosine|c	
PE-LD pool|c	tyrosine|c	
PS-LD pool|c	tyrosine|c	
dTTP|n	tyrosine|c	
dGTP|n	tyrosine|c	
dCTP|n	tyrosine|c	
PC-LD pool|c	glutamine|c	
dATP|n	glutamine|c	
glucose-6-phosphate|c	glutamine|c	
PE-LD pool|c	glutamine|c	
PS-LD pool|c	glutamine|c	
dTTP|n	glutamine|c	
dGTP|n	glutamine|c	
dCTP|n	glutamine|c	
PC-LD pool|c	lysine|c	
dATP|n	lysine|c	
glucose-6-phosphate|c	lysine|c	
PE-LD pool|c	lysine|c	
PS-LD pool|c	lysine|c	
dTTP|n	lysine|c	
dGTP|n	lysine|c	
dCTP|n	lysine|c	
PC-LD pool|c	histidine|c	
dATP|n	histidine|c	
glucose-6-phosphate|c	histidine|c	
PE-LD pool|c	histidine|c	
PS-LD pool|c	histidine|c	
dTTP|n	histidine|c	
dGTP|n	histidine|c	
dCTP|n	histidine|c	
PC-LD pool|c	leucine|c	
dATP|n	leucine|c	
glucose-6-phosphate|c	leucine|c	
PE-LD pool|c	leucine|c	
PS-LD pool|c	leucine|c	
dTTP|n	leucine|c	
dGTP|n	leucine|c	
dCTP|n	leucine|c	
PC-LD pool|c	glutamate|c	
CL pool|c	PC-LD pool|c	
PC-LD pool|c	phenylalanine|c	
PC-LD pool|c	valine|c	
PC-LD pool|c	dATP|n	
PC-LD pool|c	aspartate|c	
PC-LD pool|c	threonine|c	
PC-LD pool|c	tryptophan|c	
PC-LD pool|c	glucose-6-phosphate|c	
PC-LD pool|c	alanine|c	
PC-LD pool|c	methionine|c	
PC-LD pool|c	asparagine|c	
PC-LD pool|c	dTTP|n	
PC-LD pool|c	dGTP|n	
PC-LD pool|c	biomass|c	
PC-LD pool|c	dCTP|n	
PC-LD pool|c	cysteine|c	
dATP|n	glutamate|c	
glucose-6-phosphate|c	glutamate|c	
PE-LD pool|c	glutamate|c	
PS-LD pool|c	glutamate|c	
dTTP|n	glutamate|c	
dGTP|n	glutamate|c	
dCTP|n	glutamate|c	
CL pool|c	dATP|n	
CL pool|c	glucose-6-phosphate|c	
CL pool|c	PE-LD pool|c	
CL pool|c	PS-LD pool|c	
CL pool|c	dTTP|n	
CL pool|c	dGTP|n	
CL pool|c	dCTP|n	
dATP|n	phenylalanine|c	
glucose-6-phosphate|c	phenylalanine|c	
PE-LD pool|c	phenylalanine|c	
PS-LD pool|c	phenylalanine|c	
dTTP|n	phenylalanine|c	
dGTP|n	phenylalanine|c	
dCTP|n	phenylalanine|c	
dATP|n	valine|c	
glucose-6-phosphate|c	valine|c	
PE-LD pool|c	valine|c	
PS-LD pool|c	valine|c	
dTTP|n	valine|c	
dGTP|n	valine|c	
dCTP|n	valine|c	
aspartate|c	dATP|n	
cholesterol|c	dATP|n	
dATP|n	threonine|c	
dATP|n	tryptophan|c	
dATP|n	glucose-6-phosphate|c	
PE-LD pool|c	dATP|n	
PS-LD pool|c	dATP|n	
alanine|c	dATP|n	
dATP|n	methionine|c	
asparagine|c	dATP|n	
biomass|c	dATP|n	
cysteine|c	dATP|n	
dATP|n	serine|c	
aspartate|c	glucose-6-phosphate|c	
PE-LD pool|c	aspartate|c	
PS-LD pool|c	aspartate|c	
aspartate|c	dTTP|n	
aspartate|c	dGTP|n	
aspartate|c	dCTP|n	
cholesterol|c	glucose-6-phosphate|c	
cholesterol|c	dTTP|n	
cholesterol|c	dGTP|n	
cholesterol|c	dCTP|n	
glucose-6-phosphate|c	threonine|c	
PE-LD pool|c	threonine|c	
PS-LD pool|c	threonine|c	
dTTP|n	threonine|c	
dGTP|n	threonine|c	
dCTP|n	threonine|c	
glucose-6-phosphate|c	tryptophan|c	
PE-LD pool|c	tryptophan|c	
PS-LD pool|c	tryptophan|c	
dTTP|n	tryptophan|c	
dGTP|n	tryptophan|c	
dCTP|n	tryptophan|c	
PE-LD pool|c	glucose-6-phosphate|c	
PS-LD pool|c	glucose-6-phosphate|c	
alanine|c	glucose-6-phosphate|c	
glucose-6-phosphate|c	methionine|c	
asparagine|c	glucose-6-phosphate|c	
dTTP|n	glucose-6-phosphate|c	
dGTP|n	glucose-6-phosphate|c	
biomass|c	glucose-6-phosphate|c	
dCTP|n	glucose-6-phosphate|c	
cysteine|c	glucose-6-phosphate|c	
glucose-6-phosphate|c	serine|c	
PE-LD pool|c	alanine|c	
PE-LD pool|c	methionine|c	
PE-LD pool|c	asparagine|c	
PE-LD pool|c	dTTP|n	
PE-LD pool|c	dGTP|n	
PE-LD pool|c	biomass|c	
PE-LD pool|c	dCTP|n	
PE-LD pool|c	cysteine|c	
PS-LD pool|c	alanine|c	
PS-LD pool|c	methionine|c	
PS-LD pool|c	asparagine|c	
PS-LD pool|c	dTTP|n	
PS-LD pool|c	dGTP|n	
PS-LD pool|c	biomass|c	
PS-LD pool|c	dCTP|n	
PS-LD pool|c	cysteine|c	
alanine|c	dTTP|n	
alanine|c	dGTP|n	
alanine|c	dCTP|n	
dTTP|n	methionine|c	
dGTP|n	methionine|c	
dCTP|n	methionine|c	
asparagine|c	dTTP|n	
asparagine|c	dGTP|n	
asparagine|c	dCTP|n	
biomass|c	dTTP|n	
cysteine|c	dTTP|n	
dTTP|n	serine|c	
biomass|c	dGTP|n	
cysteine|c	dGTP|n	
dGTP|n	serine|c	
biomass|c	dCTP|n	
cysteine|c	dCTP|n	
dCTP|n	serine|c	
tiglyl-CoA|c	tiglyl-CoA|m	DBI
(R)-3-hydroxybutanoyl-CoA|c	(R)-3-hydroxybutanoyl-CoA|m	DBI
Adipic Acid|c	Adipoyl Coenzyme A|c	CPT1B CPT1A CPT1C
Adipic Acid|c	CoA|c	CPT1B CPT1A CPT1C
Adipoyl Coenzyme A|c	CoA|c	CPT1B CPT1A CPT1C
Adipic Acid|c	Adipic Acid|x	
Adipoyl Carnitine|x	Adipoyl Coenzyme A|x	EHHADH ACAA1 HSD17B4 CROT ACOT8 ACOX1
Adipoyl Carnitine|x	CoA|x	EHHADH ACAA1 HSD17B4 CROT ACOT8 ACOX1
Adipoyl Carnitine|x	L-carnitine|x	EHHADH ACAA1 HSD17B4 CROT ACOT8 ACOX1
Adipoyl Coenzyme A|x	CoA|x	EHHADH ACAA1 HSD17B4 CROT ACOT8 ACOX1
Adipoyl Coenzyme A|x	L-carnitine|x	EHHADH ACAA1 HSD17B4 CROT ACOT8 ACOX1
Adipic Acid|x	CoA|x	ACOT8
Adipic Acid|x	Adipoyl Coenzyme A|x	ACOT8
3-Hydroxy Butyryl Carnitine|c	3-Hydroxy Butyryl Carnitine|e	
L-carnitine|c	decanoyl-CoA|c	CPT1B CPT1A CPT1C
Decanoyl Carnitine|c	decanoyl-CoA|c	CPT1B CPT1A CPT1C
CoA|c	Decanoyl Carnitine|c	CPT1B CPT1A CPT1C
Decanoyl Carnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
CoA|c	Decenoyl Coenzyme A|c	CPT1B CPT1A CPT1C
CoA|c	Decenoyl Carnitine|c	CPT1B CPT1A CPT1C
Decenoyl Coenzyme A|c	L-carnitine|c	CPT1B CPT1A CPT1C
Decenoyl Carnitine|c	Decenoyl Coenzyme A|c	CPT1B CPT1A CPT1C
Decenoyl Carnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
Decenoyl Carnitine|c	Decenoyl Carnitine|e	
CoA|c	Decadienoyl Carnitine|c	CPT1B CPT1A CPT1C
Decadienoyl Carnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
Decadienoyl Carnitine|c	Decadienoyl Coenzyme A|c	CPT1B CPT1A CPT1C
CoA|c	Decadienoyl Coenzyme A|c	CPT1B CPT1A CPT1C
Decadienoyl Coenzyme A|c	L-carnitine|c	CPT1B CPT1A CPT1C
Decanoyl Carnitine|c	Decanoyl Carnitine|e	
Sebacoyl Carnitine|c	Sebacoyl Carnitine|x	SLC25A20
CoA|c	Sebacoyl Carnitine|c	CPT1B CPT1A CPT1C
L-carnitine|c	Sebacoyl Carnitine|c	CPT1B CPT1A CPT1C
Sebacoyl Carnitine|c	Sebacoyl Coenzyme A|c	CPT1B CPT1A CPT1C
CoA|c	Sebacoyl Coenzyme A|c	CPT1B CPT1A CPT1C
L-carnitine|c	Sebacoyl Coenzyme A|c	CPT1B CPT1A CPT1C
Sebacoyl Carnitine|c	Sebacoyl Carnitine|e	
(S)-hydroxydecanoyl-CoA|c	3-Hydroxydecanoylcarnitine|c	CPT1B CPT1A CPT1C
3-Hydroxydecanoylcarnitine|c	CoA|c	CPT1B CPT1A CPT1C
3-Hydroxydecanoylcarnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
(S)-hydroxydecanoyl-CoA|c	CoA|c	CPT1B CPT1A CPT1C
(S)-hydroxydecanoyl-CoA|c	L-carnitine|c	CPT1B CPT1A CPT1C
CoA|c	Lauroyl Carnitine|c	CPT1B CPT1A CPT1C
Lauroyl Carnitine|c	lauroyl-CoA|c	CPT1B CPT1A CPT1C
L-carnitine|c	Lauroyl Carnitine|c	CPT1B CPT1A CPT1C
(2E)-dodecenoyl-CoA|c	Dodecenoyl Carnitine|c	CPT1B CPT1A CPT1C
CoA|c	Dodecenoyl Carnitine|c	CPT1B CPT1A CPT1C
Dodecenoyl Carnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
(2E)-dodecenoyl-CoA|c	CoA|c	CPT1B CPT1A CPT1C
(2E)-dodecenoyl-CoA|c	L-carnitine|c	CPT1B CPT1A CPT1C
Dodecanedioic Acid|x	Dodecanedioyl Coenzyme A|x	EHHADH ACAA1 HSD17B4 CROT ACOT8 ACOX1
CoA|x	Dodecanedioic Acid|x	EHHADH ACAA1 HSD17B4 CROT ACOT8 ACOX1
CoA|x	Dodecanedioyl Coenzyme A|x	EHHADH ACAA1 HSD17B4 CROT ACOT8 ACOX1
CoA|c	Dodecanedioic Acid|c	CPT1B CPT1A CPT1C
Dodecanedioic Acid|c	Dodecanedioyl Coenzyme A|c	CPT1B CPT1A CPT1C
CoA|c	Dodecanedioyl Coenzyme A|c	CPT1B CPT1A CPT1C
Dodecanedioic Acid|c	Dodecanedioic Acid|x	
Dodecanedioyl Carnitine|c	Dodecanedioyl Carnitine|e	
(S)-3-hydroxydodecanoyl-CoA|c	3-Hydroxydodecanoylcarnitine|c	CPT1B CPT1A CPT1C
3-Hydroxydodecanoylcarnitine|c	CoA|c	CPT1B CPT1A CPT1C
3-Hydroxydodecanoylcarnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
(S)-3-hydroxydodecanoyl-CoA|c	CoA|c	CPT1B CPT1A CPT1C
(S)-3-hydroxydodecanoyl-CoA|c	L-carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxy Tetradecenoyl-7 Coenzyme A|c	3-Hydroxy Tetradecenoyl-7 Coenzyme A|m	DBI
CoA|c	Tetradecenoyl Carnitine|c	CPT1B CPT1A CPT1C
Tetradecenoyl Carnitine|c	Tetradecenoyl Coenzyme A|c	CPT1B CPT1A CPT1C
L-carnitine|c	Tetradecenoyl Carnitine|c	CPT1B CPT1A CPT1C
CoA|c	Tetradecenoyl Coenzyme A|c	CPT1B CPT1A CPT1C
L-carnitine|c	Tetradecenoyl Coenzyme A|c	CPT1B CPT1A CPT1C
3-Hydroxy Tetradecenoyl-7 Coenzyme A|c	CoA|c	CPT1B CPT1A CPT1C
3-Hydroxy Tetradecenoyl-7 Coenzyme A|c	3-Hydroxy Tetradecenoyl-7-Carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxy Tetradecenoyl-7 Coenzyme A|c	L-carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxy Tetradecenoyl-7-Carnitine|c	CoA|c	CPT1B CPT1A CPT1C
3-Hydroxy Tetradecenoyl-7-Carnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxy Tetradecenoyl-7-Carnitine|c	3-Hydroxy Tetradecenoyl-7-Carnitine|e	
3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A|c	3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A|m	DBI
Tetradecadienoyl Carnitine|c	Tetradecadienoyl Coenzyme A|c	CPT1B CPT1A CPT1C
CoA|c	Tetradecadienoyl Coenzyme A|c	CPT1B CPT1A CPT1C
L-carnitine|c	Tetradecadienoyl Coenzyme A|c	CPT1B CPT1A CPT1C
CoA|c	Tetradecadienoyl Carnitine|c	CPT1B CPT1A CPT1C
L-carnitine|c	Tetradecadienoyl Carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxy Trans5,8Tetradecadienoyl Carnitine|c	3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A|c	CPT1B CPT1A CPT1C
3-Hydroxy Trans5,8Tetradecadienoyl Carnitine|c	CoA|c	CPT1B CPT1A CPT1C
3-Hydroxy Trans5,8Tetradecadienoyl Carnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A|c	CoA|c	CPT1B CPT1A CPT1C
3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A|c	L-carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxy Trans5,8Tetradecadienoyl Carnitine|c	3-Hydroxy Trans5,8Tetradecadienoyl Carnitine|e	
(S)-3-hydroxytetradecanoyl-CoA|c	CoA|c	CPT1B CPT1A CPT1C
(S)-3-hydroxytetradecanoyl-CoA|c	L-carnitine|c	CPT1B CPT1A CPT1C
(S)-3-hydroxytetradecanoyl-CoA|c	3-Hydroxy-Tetradecanoyl Carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxy-Tetradecanoyl Carnitine|c	CoA|c	CPT1B CPT1A CPT1C
3-Hydroxy-Tetradecanoyl Carnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxyhexadecenoylcarnitine|c	CoA|c	CPT1B CPT1A CPT1C
3-Hydroxyhexadecenoylcarnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxyhexadecenoyl Coenzyme A|c	3-Hydroxyhexadecenoylcarnitine|c	CPT1B CPT1A CPT1C
3-Hydroxyhexadecenoyl Coenzyme A|c	CoA|c	CPT1B CPT1A CPT1C
3-Hydroxyhexadecenoyl Coenzyme A|c	L-carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A|c	3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A|m	DBI
3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine|c	CoA|c	CPT1B CPT1A CPT1C
